iter	Logloss
0	0.6421705883
1	0.5937721887
2	0.5654010891
3	0.529013684
4	0.4995536106
5	0.4714620364
6	0.450294552
7	0.4337141229
8	0.4170872145
9	0.3975579133
10	0.3802637301
11	0.3654920494
12	0.3558062665
13	0.3470639394
14	0.3371983614
15	0.326203262
16	0.3178389387
17	0.3100745693
18	0.3005194947
19	0.2924652161
20	0.2819092512
21	0.2746197799
22	0.2676355879
23	0.260037999
24	0.2539381619
25	0.2495461766
26	0.2455768713
27	0.2419139712
28	0.2376236432
29	0.2346920389
30	0.2287609637
31	0.224102724
32	0.2202177207
33	0.2156412051
34	0.2103687606
35	0.2072531818
36	0.2033388903
37	0.1999142595
38	0.1961052417
39	0.1919619696
40	0.189839783
41	0.1869956186
42	0.1844342218
43	0.180847519
44	0.1792886327
45	0.1776808729
46	0.1764930961
47	0.1744723355
48	0.1727613672
49	0.1711956673
50	0.1693857914
51	0.1668418496
52	0.1648638006
53	0.1621628011
54	0.1599279997
55	0.1579210663
56	0.1566075146
57	0.1543093507
58	0.1524916449
59	0.1508788234
60	0.1492543405
61	0.1479660644
62	0.1459399628
63	0.144544229
64	0.1422380884
65	0.1407510882
66	0.1394964082
67	0.1382813481
68	0.1362647729
69	0.1355560861
70	0.1332887566
71	0.1324872805
72	0.1308644
73	0.1295525692
74	0.1286714182
75	0.1277170109
76	0.1265653303
77	0.1255512829
78	0.1241082648
79	0.1230440034
80	0.121906616
81	0.1206007426
82	0.1196558202
83	0.1187399905
84	0.1173699303
85	0.1166070199
86	0.1153048316
87	0.1143734083
88	0.1133921494
89	0.1127470766
90	0.1117629145
91	0.1107611841
92	0.1100939714
93	0.1094232086
94	0.1084833445
95	0.1076951059
96	0.1068145152
97	0.1059188424
98	0.1051326461
99	0.104386679
100	0.1034861437
101	0.1028096145
102	0.1021842877
103	0.1009637185
104	0.1004082053
105	0.09924385087
106	0.09888743277
107	0.09797699465
108	0.09726534325
109	0.0966238978
110	0.09625758122
111	0.09544920826
112	0.0944329923
113	0.09355244562
114	0.09233461203
115	0.0914607957
116	0.09087017743
117	0.09046527957
118	0.08980405337
119	0.08875531293
120	0.08794160133
121	0.08710291914
122	0.08639111478
123	0.08593392752
124	0.08543863441
125	0.08489332389
126	0.08452691167
127	0.08405003128
128	0.08340704382
129	0.08291860786
130	0.08226929403
131	0.08167467534
132	0.08111618679
133	0.08057311516
134	0.07991294624
135	0.07914224583
136	0.07887725439
137	0.07834173968
138	0.07770367404
139	0.0772979809
140	0.07688752135
141	0.07646947257
142	0.07602534652
143	0.07549742804
144	0.07500660354
145	0.07427625953
146	0.07398375654
147	0.07327525727
148	0.07284001299
149	0.07235777853
150	0.07210216756
151	0.07178368437
152	0.07147631609
153	0.0709928729
154	0.07020333268
155	0.06980222325
156	0.06915647104
157	0.06873502887
158	0.06829231782
159	0.06795255839
160	0.06731911414
161	0.06708246704
162	0.06677598834
163	0.06641359723
164	0.06601615974
165	0.06580912382
166	0.06522790772
167	0.0648853195
168	0.06452572968
169	0.064168277
170	0.06369480418
171	0.06336607089
172	0.06311523848
173	0.06261185
174	0.06235250311
175	0.06199105
176	0.06157781272
177	0.06129828767
178	0.0610260731
179	0.06063617773
180	0.06030799756
181	0.05994951923
182	0.05965201261
183	0.05935299273
184	0.0588999721
185	0.05842373916
186	0.0581937337
187	0.05779323542
188	0.05747659197
189	0.0571230209
190	0.05687635973
191	0.05621772532
192	0.05595255806
193	0.05574330125
194	0.05539680625
195	0.05524710505
196	0.05492356891
197	0.0546653606
198	0.05447523862
199	0.05424845369
200	0.05408686604
201	0.05367750862
202	0.0534901641
203	0.05307288029
204	0.05275793231
205	0.05247850828
206	0.05220208857
207	0.0519086711
208	0.05163194599
209	0.05130829446
210	0.05105561964
211	0.05083131527
212	0.05071273195
213	0.05035609524
214	0.05007431774
215	0.0497770675
216	0.04959018165
217	0.04933130975
218	0.04906155374
219	0.04877101596
220	0.04848361114
221	0.04819847326
222	0.04794418511
223	0.04774165083
224	0.04733922891
225	0.04712487201
226	0.04692790947
227	0.04667483458
228	0.04636702253
229	0.0461296366
230	0.04592598167
231	0.04573746623
232	0.04558365833
233	0.04532533248
234	0.04511461542
235	0.04496365391
236	0.04487074839
237	0.04472581958
238	0.0445938602
239	0.04427403338
240	0.04406617565
241	0.04384922722
242	0.04372620868
243	0.04356819228
244	0.0432537472
245	0.04306188708
246	0.04283420145
247	0.04270011081
248	0.04253478683
249	0.04243231298
250	0.04220633283
251	0.04196754038
252	0.04185667989
253	0.04168273643
254	0.04145776851
255	0.04128584142
256	0.04099926342
257	0.04082318514
258	0.0406901982
259	0.040508749
260	0.04033334333
261	0.04017589604
262	0.04007873555
263	0.03991198993
264	0.03970274734
265	0.03950676498
266	0.03929839509
267	0.03913829369
268	0.03899711133
269	0.03878021102
270	0.03864243289
271	0.03848744491
272	0.03826921506
273	0.03803560437
274	0.03782037488
275	0.03762800678
276	0.03743652335
277	0.03722806101
278	0.0370700637
279	0.03693325539
280	0.03681702543
281	0.03664988174
282	0.03649627104
283	0.03632273425
284	0.0360646029
285	0.03590838008
286	0.03566436149
287	0.0354706689
288	0.03532237977
289	0.03515917647
290	0.03492375373
291	0.03482279309
292	0.03469300129
293	0.03454668833
294	0.03434226284
295	0.03414377517
296	0.03405897404
297	0.0339008439
298	0.03380522571
299	0.03361411647
300	0.03347778525
301	0.03333198997
302	0.03327359486
303	0.03317259208
304	0.03308678617
305	0.03296152581
306	0.03280202852
307	0.03265396328
308	0.03248916
309	0.03236075775
310	0.03227667689
311	0.03213182674
312	0.03201642311
313	0.03189650633
314	0.03179338963
315	0.0316804709
316	0.03164723912
317	0.03156276602
318	0.03149089726
319	0.03139995189
320	0.03135026845
321	0.03120376163
322	0.03112869501
323	0.03102231412
324	0.0309053336
325	0.03082984411
326	0.03073409527
327	0.03066130933
328	0.03061463277
329	0.03052146776
330	0.03044117151
331	0.03033257849
332	0.03020531461
333	0.03000644548
334	0.02988654456
335	0.02973626368
336	0.02964476303
337	0.02951354163
338	0.02935917245
339	0.0292877632
340	0.02914677556
341	0.02907663287
342	0.02897400317
343	0.02888579257
344	0.02878571086
345	0.02864928415
346	0.02857663924
347	0.02845567175
348	0.02830274679
349	0.02813068346
350	0.02798780108
351	0.02788680659
352	0.02777349135
353	0.02764523633
354	0.02756891567
355	0.02747630788
356	0.02738032202
357	0.02726364818
358	0.0271891237
359	0.02711495677
360	0.02699575761
361	0.02688203899
362	0.0267798502
363	0.02666311618
364	0.0265749881
365	0.02651634369
366	0.02645673273
367	0.02640991547
368	0.02632610263
369	0.02624560998
370	0.02619175804
371	0.02608822503
372	0.0259330726
373	0.02575860992
374	0.02568116016
375	0.02556986361
376	0.02551828117
377	0.0254457421
378	0.02537360721
379	0.02528586444
380	0.02524349465
381	0.02514808949
382	0.02503524505
383	0.02493256653
384	0.02479872487
385	0.02469731676
386	0.02456132187
387	0.02453205937
388	0.02448320572
389	0.02440870151
390	0.02433116036
391	0.02420055073
392	0.02409232108
393	0.02402278213
394	0.02394528333
395	0.02388965632
396	0.02380752275
397	0.02373466945
398	0.02369080709
399	0.02356899885
400	0.02349738703
401	0.02344272286
402	0.02337106276
403	0.02329585219
404	0.02324937706
405	0.02322717666
406	0.02313325935
407	0.02303947454
408	0.02295695738
409	0.02286900669
410	0.02280422029
411	0.02271536401
412	0.02265020764
413	0.0225256024
414	0.02241506079
415	0.02236970497
416	0.02233290306
417	0.02219917011
418	0.02209426391
419	0.02203823468
420	0.0219868849
421	0.02195288023
422	0.0218677809
423	0.02180189109
424	0.02172714
425	0.02166284189
426	0.02162645795
427	0.02156388578
428	0.02150919887
429	0.02147403189
430	0.0214440593
431	0.02139280253
432	0.02135895319
433	0.02130225107
434	0.02124715558
435	0.02113568875
436	0.02105940342
437	0.020973556
438	0.02088282987
439	0.02083882196
440	0.02077534618
441	0.0207151328
442	0.02065769493
443	0.02059755885
444	0.02048107303
445	0.02040952548
446	0.02032747273
447	0.02026573329
448	0.02016487531
449	0.02012876931
450	0.02004239316
451	0.01998571305
452	0.01990965757
453	0.01986636414
454	0.01978557749
455	0.01968758877
456	0.0196037694
457	0.01955388752
458	0.01952753641
459	0.01940219457
460	0.01937367257
461	0.01935087353
462	0.01929679638
463	0.01926152535
464	0.01919167381
465	0.0191199654
466	0.0190461955
467	0.01900600324
468	0.01898424374
469	0.01886670847
470	0.01881141349
471	0.01875028697
472	0.01869479844
473	0.01863338877
474	0.01860248761
475	0.01852631844
476	0.01849765217
477	0.01845353671
478	0.01837253416
479	0.01833985448
480	0.01828240139
481	0.01820574982
482	0.01813240905
483	0.01809448558
484	0.01802099939
485	0.01796191717
486	0.01787574913
487	0.01783076683
488	0.01777410863
489	0.01772417677
490	0.01768136753
491	0.01761250026
492	0.01754499324
493	0.01747222364
494	0.01742106852
495	0.01735428621
496	0.01731639142
497	0.01725119397
498	0.01719749336
499	0.01714584105
500	0.01709647812
501	0.01702647702
502	0.01696902914
503	0.01689401952
504	0.01685381404
505	0.01682182299
506	0.01678427802
507	0.01671959137
508	0.01666502508
509	0.01661733156
510	0.01657976355
511	0.01649990007
512	0.01646445896
513	0.01641004086
514	0.01638612452
515	0.01633187978
516	0.01627486015
517	0.01623967142
518	0.01616858175
519	0.01607731368
520	0.01602612551
521	0.01595949573
522	0.01590246959
523	0.01585217337
524	0.01579483683
525	0.01575745565
526	0.01567358713
527	0.01558431317
528	0.01552285457
529	0.01546297054
530	0.01543921498
531	0.01539871049
532	0.01535478902
533	0.01530646772
534	0.01524549186
535	0.01521774135
536	0.01516953836
537	0.01513608805
538	0.01509983647
539	0.01504281299
540	0.01498725853
541	0.0149544784
542	0.01493250872
543	0.01489317558
544	0.0148627463
545	0.01481317735
546	0.01477054868
547	0.01472448505
548	0.01468108477
549	0.01465056091
550	0.01459717101
551	0.01456627218
552	0.01451465387
553	0.0144909061
554	0.01446431155
555	0.01441615483
556	0.01437918928
557	0.01435593053
558	0.01428981942
559	0.01427103231
560	0.01422627335
561	0.01419246698
562	0.01414164007
563	0.01411252902
564	0.01406875927
565	0.01400499283
566	0.01395935719
567	0.01390462675
568	0.01385340977
569	0.01383412115
570	0.01378542251
571	0.01374160019
572	0.01367065891
573	0.01359181033
574	0.01353925024
575	0.01347919026
576	0.0134597575
577	0.01342976718
578	0.01338775518
579	0.013313424
580	0.01322729551
581	0.0131733949
582	0.01311555805
583	0.01309456784
584	0.01303623989
585	0.01301168145
586	0.01297924932
587	0.01293547431
588	0.01291138709
589	0.01288476641
590	0.01285301602
591	0.01281898516
592	0.01278963671
593	0.01276356016
594	0.01272727804
595	0.01267653301
596	0.01264744567
597	0.0125978712
598	0.01257593732
599	0.01254879203
600	0.01252746535
601	0.01250867665
602	0.01245994091
603	0.01242223746
604	0.01237448344
605	0.01234791754
606	0.01231191462
607	0.01228488368
608	0.01225525541
609	0.01223169549
610	0.01221150692
611	0.01218427905
612	0.01212325446
613	0.0120764192
614	0.01203957895
615	0.01199772566
616	0.011959566
617	0.01191096386
618	0.01186623162
619	0.01184516107
620	0.01178899044
621	0.0117360646
622	0.01168435079
623	0.0116638735
624	0.01161958558
625	0.01158685368
626	0.01155643617
627	0.01151981407
628	0.01147773527
629	0.0114286781
630	0.01137854173
631	0.01133526885
632	0.01129876242
633	0.01127511426
634	0.01122335487
635	0.01119300585
636	0.01115181282
637	0.01111804138
638	0.0110993016
639	0.01107028765
640	0.01102724036
641	0.01099968959
642	0.01097455729
643	0.01094293691
644	0.01091335395
645	0.01087582282
646	0.01085545629
647	0.01080500594
648	0.01078586257
649	0.01074878048
650	0.01072438612
651	0.0106895183
652	0.01064927979
653	0.01062124332
654	0.01058884224
655	0.01057081694
656	0.01055052588
657	0.01051036489
658	0.0104700955
659	0.01043913432
660	0.01041947226
661	0.01038758504
662	0.01033804081
663	0.01030446317
664	0.01027496336
665	0.01025521842
666	0.01020735018
667	0.01019202432
668	0.01016542127
669	0.01013304505
670	0.01011283778
671	0.01008662107
672	0.01006522941
673	0.01004089855
674	0.01001004387
675	0.009974501641
676	0.009960072934
677	0.009942117677
678	0.009925949169
679	0.009907443172
680	0.009884043093
681	0.009848472513
682	0.009807864356
683	0.00978705789
684	0.009768311963
685	0.009755565346
686	0.009737685576
687	0.009707044757
688	0.009707033443
689	0.009694283149
690	0.009676461461
691	0.009664144187
692	0.009632396597
693	0.009614771395
694	0.009592694573
695	0.009567692776
696	0.009529405798
697	0.009482828662
698	0.009467479924
699	0.009437578828
700	0.009405581999
701	0.00937831607
702	0.009354698673
703	0.009326204415
704	0.009293287256
705	0.009274512833
706	0.009247226478
707	0.009228801929
708	0.009200808736
709	0.009177970924
710	0.009155501851
711	0.009130739582
712	0.009119509526
713	0.009099990875
714	0.009067359711
715	0.009049001829
716	0.009029205763
717	0.00900759932
718	0.00900758755
719	0.008998945824
720	0.008968159493
721	0.008947820646
722	0.008923871923
723	0.008904369421
724	0.008865921895
725	0.008843905596
726	0.00882123554
727	0.00882121759
728	0.008797590288
729	0.008779988846
730	0.008760099574
731	0.008744507219
732	0.008729738852
733	0.008710022383
734	0.008695352218
735	0.008669272547
736	0.008633796917
737	0.008616376725
738	0.008588068558
739	0.008568936418
740	0.008553257904
741	0.008529065108
742	0.008508339546
743	0.00848855212
744	0.008476822811
745	0.008457894614
746	0.008435514734
747	0.008417023811
748	0.008394041633
749	0.008374916414
750	0.008357109917
751	0.008357101399
752	0.008341275302
753	0.00832387671
754	0.008323861503
755	0.008299285722
756	0.008278245942
757	0.008260697752
758	0.008240801942
759	0.008230986376
760	0.008205851864
761	0.00818610925
762	0.008170744884
763	0.008154311044
764	0.008139157367
765	0.008118905202
766	0.008102410288
767	0.008083727748
768	0.008066298945
769	0.008047747021
770	0.008035095189
771	0.008019548748
772	0.008001190697
773	0.00797935376
774	0.007967490311
775	0.007952566122
776	0.007934009667
777	0.007933865875
778	0.007921822221
779	0.007907719653
780	0.00787818161
781	0.00785878436
782	0.00785878436
783	0.007835345897
784	0.007821853896
785	0.007805859678
786	0.007792727116
787	0.007779526971
788	0.007762560911
789	0.007744716585
790	0.00772425039
791	0.007697136607
792	0.007684859316
793	0.007668867707
794	0.007656207384
795	0.007634176974
796	0.007611068252
797	0.007598577407
798	0.007582716713
799	0.007567143872
